ContigName	Description
jgi|Nemve1|74485|gw.5456.2.1	NADH-ubiquinone oxidoreductase chain 5
jgi|Nemve1|74541|gw.298.24.1	Uncharacterized protein PF11_0213
jgi|Nemve1|74546|gw.24.289.1	Calcium-binding protein NCSA
jgi|Nemve1|7454|gw.2620.3.1	Diacylglycerol kinase iota
jgi|Nemve1|74567|gw.161.132.1	Uncharacterized protein {ECO:0000313|EMBL:EQA63746.1}
jgi|Nemve1|74568|gw.163.136.1	Protein LIAT1 {ECO:0000305}
jgi|Nemve1|74585|gw.58.364.1	SUMO-specific isopeptidase USPL1
jgi|Nemve1|74590|gw.5579.3.1	Protein LIAT1 {ECO:0000305}
jgi|Nemve1|7463|gw.4978.3.1	No_Description
jgi|Nemve1|74646|gw.5187.5.1	Transcription initiation factor TFIID subunit 1
jgi|Nemve1|7464|gw.8376.1.1	Putative uncharacterized protein FLJ45035
jgi|Nemve1|74655|gw.38.340.1	Constitutive coactivator of peroxisome proliferator-activated receptor gamma
jgi|Nemve1|74666|gw.2319.9.1	Protein TAR1
jgi|Nemve1|74670|gw.3128.10.1	Putative uncharacterized protein ART2
jgi|Nemve1|74678|gw.3840.1.1	Lipopolysaccharide export system ATP-binding protein LptB
jgi|Nemve1|74684|gw.7.502.1	Calmodulin
jgi|Nemve1|7468|gw.8976.2.1	Uncharacterized protein {ECO:0000313|EMBL:EEN57505.1}
jgi|Nemve1|74768|gw.4334.1.1	Uncharacterized protein {ECO:0000313|Ensembl:ENSFALP00000015309}
jgi|Nemve1|74775|gw.3272.19.1	110 kDa antigen
jgi|Nemve1|74776|gw.139.145.1	Uncharacterized protein {ECO:0000313|EMBL:OMF88513.1}
jgi|Nemve1|74783|gw.2800.5.1	Serine/threonine-protein phosphatase 6 regulatory ankyrin repeat subunit A
jgi|Nemve1|74795|gw.316.173.1	Protein TAR1
jgi|Nemve1|74799|gw.195.110.1	Putative uncharacterized protein FLJ45035
jgi|Nemve1|747|gw.439.7.1	Neurogenic locus notch homolog protein 3
jgi|Nemve1|74800|gw.77.173.1	Uncharacterized protein {ECO:0000313|EMBL:EGW04695.1}
jgi|Nemve1|74801|gw.5545.1.1	GL24628 {ECO:0000313|EMBL:EDW33143.1}
jgi|Nemve1|74810|gw.8.442.1	Zinc finger protein 512B
jgi|Nemve1|74815|gw.2996.12.1	Uncharacterized protein {ECO:0000313|EMBL:KRH17792.1}
jgi|Nemve1|74829|gw.133.214.1	Probable RNA-dependent RNA polymerase 1
jgi|Nemve1|74836|gw.375.22.1	No_Description
jgi|Nemve1|74846|gw.39.299.1	Uncharacterized protein {ECO:0000313|EMBL:KRH17861.1}
jgi|Nemve1|74865|gw.6716.2.1	LPXTG-motif cell wall anchor domain protein {ECO:0000313|EMBL:AEA01796.1}
jgi|Nemve1|74881|gw.679.25.1	Circumsporozoite protein
jgi|Nemve1|74887|gw.6.521.1	Uncharacterized protein {ECO:0000313|EMBL:SCA60607.1}
jgi|Nemve1|74911|gw.255.69.1	"Exonuclease mut-7 homolog, isoform 5"
jgi|Nemve1|74951|gw.4108.3.1	Putative uncharacterized protein ART2
jgi|Nemve1|74961|gw.146.166.1	Putative mitogen-activated protein kinase kinase kinase 7-like
jgi|Nemve1|7500|gw.8297.1.1	"WGS project CAEQ00000000 data, annotated contig 2231 {ECO:0000313|EMBL:CCD14959.1}"
jgi|Nemve1|75043|gw.2996.13.1	Cytochrome P450 like_TBP {ECO:0000313|EMBL:BAA10929.1}
jgi|Nemve1|75062|gw.18.384.1	Uncharacterized protein {ECO:0000313|EMBL:KDN67436.1}
jgi|Nemve1|75067|gw.310.266.1	Putative uncharacterized protein ART2
jgi|Nemve1|75091|gw.263.51.1	Putative uncharacterized protein ART2
jgi|Nemve1|75092|gw.8.451.1	Ribosome-binding protein 1
jgi|Nemve1|75104|gw.2409.1.1	Bifunctional glutamate/proline--tRNA ligase
jgi|Nemve1|75174|gw.4950.3.1	Putative uncharacterized protein ART2
jgi|Nemve1|75203|gw.3.792.1	"Dynein heavy chain 2, axonemal"
jgi|Nemve1|7520|gw.4904.2.1	Neurotrypsin
jgi|Nemve1|75219|gw.2981.3.1	NAD-dependent protein deacylase {ECO:0000255|HAMAP-Rule:MF_01121}
jgi|Nemve1|75220|gw.7.507.1	"Cysteine-rich, acidic integral membrane protein"
jgi|Nemve1|75225|gw.352.88.1	Uncharacterized protein {ECO:0000313|Ensembl:ENSMODP00000041112}
jgi|Nemve1|75226|gw.467.34.1	Uncharacterized protein {ECO:0000313|EMBL:KKF19027.1}
jgi|Nemve1|75228|gw.24.290.1	Uncharacterized protein {ECO:0000313|Ensembl:ENSFALP00000015811}
jgi|Nemve1|7524|gw.7148.5.1	NAC domain-containing protein 82 {ECO:0000303|PubMed:15029955}
jgi|Nemve1|75265|gw.33.373.1	Uncharacterized protein {ECO:0000313|Ensembl:ENSDARP00000136401}
jgi|Nemve1|75284|gw.4741.7.1	Uncharacterized protein {ECO:0000313|EMBL:GAA96382.1}
jgi|Nemve1|75297|gw.57.213.1	Protein SON
jgi|Nemve1|75315|gw.1925.2.1	Uncharacterized protein {ECO:0000313|VectorBase:BGLB002384-PA}
jgi|Nemve1|7533|gw.8447.1.1	Minor curlin subunit
jgi|Nemve1|75352|gw.133.217.1	"Uncharacterized protein {ECO:0000313|EMBL:ELU14572.1, ECO:0000313|EnsemblMetazoa:CapteP134234}"
jgi|Nemve1|75360|gw.949.9.1	Uncharacterized protein {ECO:0000313|EMBL:GAA96382.1}
jgi|Nemve1|75361|gw.146.172.1	Putative protein FAM47C
jgi|Nemve1|75372|gw.26.358.1	NADH-ubiquinone oxidoreductase chain 5
jgi|Nemve1|75390|gw.6157.3.1	Uncharacterized protein {ECO:0000313|EMBL:CDW75723.1}
jgi|Nemve1|75394|gw.191.160.1	Uncharacterized protein {ECO:0000313|Ensembl:ENSRNOP00000070642}
jgi|Nemve1|7539|gw.6866.1.1	Zinc finger C3H1 domain-containing protein
jgi|Nemve1|75411|gw.849.25.1	Uncharacterized protein {ECO:0000313|EMBL:KRH17861.1}
jgi|Nemve1|75419|gw.97.172.1	No_description
jgi|Nemve1|7543|gw.3772.2.1	No_Description
jgi|Nemve1|75443|gw.233.259.1	Uncharacterized protein YLR154C-G
jgi|Nemve1|7544|gw.2512.2.1	Serine/arginine repetitive matrix protein 1
jgi|Nemve1|75450|gw.233.260.1	Uncharacterized protein {ECO:0000313|EMBL:KRH17861.1}
jgi|Nemve1|75457|gw.93.262.1	Uncharacterized protein {ECO:0000313|Ensembl:ENSFALP00000015811}
jgi|Nemve1|75463|gw.316.177.1	Uncharacterized protein {ECO:0000313|EMBL:KRH17861.1}
jgi|Nemve1|75480|gw.125.79.1	Translation initiation factor IF-2 {ECO:0000255|HAMAP-Rule:MF_00100}
jgi|Nemve1|75481|gw.423.12.1	Uncharacterized protein {ECO:0000313|EMBL:KRH17861.1}
jgi|Nemve1|7548|gw.1628.1.1	Polycystic kidney disease protein 1-like 2
jgi|Nemve1|75496|gw.316.179.1	Uncharacterized protein {ECO:0000313|EMBL:KRH17861.1}
jgi|Nemve1|75499|gw.625.4.1	Uncharacterized protein {ECO:0000313|EMBL:KRH17861.1}
jgi|Nemve1|75514|gw.85.248.1	"WGS project CAEQ00000000 data, annotated contig 2455 {ECO:0000313|EMBL:CCD15626.1}"
jgi|Nemve1|75515|gw.316.180.1	Uncharacterized protein {ECO:0000313|EMBL:KRH17861.1}
jgi|Nemve1|75532|gw.3272.21.1	PML-RARA-regulated adapter molecule 1
jgi|Nemve1|75552|gw.316.181.1	Uncharacterized protein {ECO:0000313|EMBL:KRH17861.1}
jgi|Nemve1|75553|gw.5181.2.1	3-phosphoshikimate 1-carboxyvinyltransferase {ECO:0000255|HAMAP-Rule:MF_00210}
jgi|Nemve1|75554|gw.310.270.1	Uncharacterized protein {ECO:0000313|EMBL:KRH17861.1}
jgi|Nemve1|75558|gw.316.182.1	Uncharacterized protein {ECO:0000313|EMBL:KRH17861.1}
jgi|Nemve1|75568|gw.14.370.1	Zinc finger protein 512B
jgi|Nemve1|75569|gw.115.109.1	Uncharacterized protein {ECO:0000313|VectorBase:BGLB009709-PA}
jgi|Nemve1|75572|gw.569.41.1	Uncharacterized protein {ECO:0000313|EMBL:KRH17861.1}
jgi|Nemve1|75579|gw.233.262.1	Uncharacterized protein {ECO:0000313|EMBL:KRH17861.1}
jgi|Nemve1|75585|gw.85.250.1	Nitric oxide synthase
jgi|Nemve1|75600|gw.310.271.1	Uncharacterized protein {ECO:0000313|EMBL:KRH17861.1}
jgi|Nemve1|75602|gw.4869.10.1	Uncharacterized protein {ECO:0000313|EMBL:KRH17792.1}
jgi|Nemve1|75603|gw.316.183.1	Uncharacterized protein {ECO:0000313|EMBL:KRH17861.1}
jgi|Nemve1|75605|gw.316.184.1	Uncharacterized protein {ECO:0000313|EMBL:KRH17861.1}
jgi|Nemve1|75610|gw.92.206.1	DDB1- and CUL4-associated factor 8
jgi|Nemve1|75614|gw.38.355.1	Zinc finger protein 512B
jgi|Nemve1|75634|gw.436.49.1	Uncharacterized protein {ECO:0000313|EMBL:KRH17861.1}
jgi|Nemve1|75665|gw.888.27.1	Uncharacterized protein {ECO:0000313|EMBL:KRH17861.1}
jgi|Nemve1|75669|gw.6161.1.1	ZIP Zinc transporter domain-containing protein {ECO:0000313|EMBL:JAR24717.1}
jgi|Nemve1|75674|gw.436.50.1	Uncharacterized protein {ECO:0000313|EMBL:KRH17861.1}
jgi|Nemve1|7570|gw.888.12.1	Uncharacterized protein {ECO:0000313|EnsemblProtists:EKX37987}
jgi|Nemve1|75721|gw.310.273.1	Uncharacterized protein {ECO:0000313|EMBL:GAO47198.1}
jgi|Nemve1|75746|gw.241.81.1	300 kDa antigen AG231
jgi|Nemve1|75756|gw.169.116.1	"Probable fumarate hydratase, mitochondrial"
jgi|Nemve1|75770|gw.243.106.1	Werner Syndrome-like exonuclease
jgi|Nemve1|75821|gw.50.309.1	Uncharacterized protein {ECO:0000313|EMBL:EXC23524.1}
jgi|Nemve1|75832|gw.4131.3.1	Glutamate--cysteine ligase catalytic subunit
jgi|Nemve1|7583|gw.6424.4.1	Uncharacterized protein {ECO:0000313|EnsemblProtists:EKX37987}
jgi|Nemve1|75864|gw.108.171.1	Uncharacterized protein {ECO:0000313|EMBL:ESO99223.1}
jgi|Nemve1|75885|gw.27.393.1	Uncharacterized protein {ECO:0000313|EMBL:ADG65967.1}
jgi|Nemve1|7590|gw.6900.1.1	3-succinoylsemialdehyde-pyridine dehydrogenase
jgi|Nemve1|75910|gw.233.271.1	Uncharacterized protein {ECO:0000313|WBParaSite:Hba_02808}
jgi|Nemve1|75924|gw.17.458.1	Tctex1 domain-containing protein 1-A
jgi|Nemve1|75932|gw.138.117.1	50S ribosomal protein L16 {ECO:0000255|HAMAP-Rule:MF_01342}
jgi|Nemve1|75942|gw.9175.3.1	Tryptophan synthase beta chain {ECO:0000255|HAMAP-Rule:MF_00133}
jgi|Nemve1|75960|gw.7350.1.1	"Fumarate hydratase, mitochondrial"
jgi|Nemve1|75981|gw.92.207.1	DDB1- and CUL4-associated factor 8
jgi|Nemve1|75993|gw.5064.6.1	No_Description
jgi|Nemve1|76009|gw.53.305.1	Putative uncharacterized protein ENSP00000383309
jgi|Nemve1|76015|gw.146.177.1	Predicted protein {ECO:0000313|EMBL:EEU44100.1}
jgi|Nemve1|76044|gw.2193.1.1	Uncharacterized protein {ECO:0000313|VectorBase:BGLB009904-PA}
jgi|Nemve1|76053|gw.6434.1.1	Myomodulin neuropeptides 1
jgi|Nemve1|76058|gw.1369.4.1	Probable ABC transporter ATP-binding protein AZC_3926
jgi|Nemve1|76075|gw.7052.4.1	Ribosome-binding protein 1
jgi|Nemve1|76077|gw.7598.3.1	Putative uncharacterized protein FLJ45035
jgi|Nemve1|76078|gw.316.192.1	Uncharacterized protein {ECO:0000313|EnsemblPlants:Bo00285s110.1}
jgi|Nemve1|76087|gw.4603.6.1	Uncharacterized protein {ECO:0000313|EMBL:OCT93556.1}
jgi|Nemve1|76102|gw.191.164.1	RIKEN cDNA D130052B06 gene {ECO:0000313|Ensembl:ENSMUSP00000098922}
jgi|Nemve1|76120|gw.100.217.1	DNA mismatch repair protein MutS {ECO:0000255|HAMAP-Rule:MF_00096}
jgi|Nemve1|7612|gw.849.9.1	"Uncharacterized protein {ECO:0000313|EMBL:EKX35643.1, ECO:0000313|EnsemblProtists:EKX35643}"
jgi|Nemve1|76169|gw.888.30.1	Protein TAR1
jgi|Nemve1|76171|gw.436.55.1	Protein TAR1
jgi|Nemve1|76173|gw.9168.1.1	Epstein-Barr nuclear antigen 6
jgi|Nemve1|76183|gw.35.310.1	DNA-directed RNA polymerase I subunit RPA2
jgi|Nemve1|76192|gw.4716.6.1	Tryptophan synthase alpha chain {ECO:0000255|HAMAP-Rule:MF_00131}
jgi|Nemve1|76290|gw.3128.11.1	Uncharacterized protein {ECO:0000313|EMBL:KRH17861.1}
jgi|Nemve1|76296|gw.36.246.1	Neurofilament medium polypeptide
jgi|Nemve1|76318|gw.95.233.1	Uncharacterized protein {ECO:0000313|EMBL:KOB85164.1}
jgi|Nemve1|76325|gw.23.417.1	Uncharacterized protein {ECO:0000313|EMBL:EMD30582.1}
jgi|Nemve1|7634|gw.4914.1.1	Brevican core protein
jgi|Nemve1|76353|gw.946.5.1	Probable DNA repair protein RAD50
jgi|Nemve1|76357|gw.1927.17.1	Probable DNA repair protein RAD50
jgi|Nemve1|76362|gw.408.59.1	Uncharacterized protein {ECO:0000313|EnsemblMetazoa:ACYPI002005-PA}
jgi|Nemve1|76367|gw.1146.7.1	"Glycine-rich RNA-binding protein blt801 {ECO:0000250|UniProtKB:Q03250, ECO:0000303|PubMed:8639753}"
jgi|Nemve1|76387|gw.64.212.1	Salivary glue protein Sgs-4
jgi|Nemve1|76388|gw.218.116.1	Salivary glue protein Sgs-4
jgi|Nemve1|7640|gw.1135.3.1	Kinase-interacting protein 1 {ECO:0000303|PubMed:11500547}
jgi|Nemve1|76412|gw.173.126.1	Uncharacterized protein {ECO:0000313|VectorBase:BGLB006744-PA}
jgi|Nemve1|76434|gw.42.325.1	Salivary glue protein Sgs-4
jgi|Nemve1|76437|gw.345.45.1	"Anaphase-promoting complex subunit CDC27, putative {ECO:0000313|EMBL:EEQ98270.1}"
jgi|Nemve1|7643|gw.2078.2.1	Neuropilin-2
jgi|Nemve1|76452|gw.170.120.1	No_description
jgi|Nemve1|76470|gw.1.782.1	No_Description
jgi|Nemve1|76482|gw.316.215.1	Uncharacterized protein {ECO:0000313|EMBL:EJY66653.1}
jgi|Nemve1|76485|gw.233.307.1	Uncharacterized protein {ECO:0000313|EMBL:EJY66653.1}
jgi|Nemve1|7648|gw.590.15.1	Tripartite motif-containing protein 45
jgi|Nemve1|76497|gw.310.285.1	Uncharacterized protein {ECO:0000313|EMBL:EJY66653.1}
jgi|Nemve1|76501|gw.233.310.1	Uncharacterized protein {ECO:0000313|EMBL:EJY66653.1}
jgi|Nemve1|76502|gw.201.119.1	Probable DNA repair protein RAD50
jgi|Nemve1|76529|gw.316.223.1	Uncharacterized protein {ECO:0000313|EMBL:EJY66653.1}
jgi|Nemve1|76531|gw.310.286.1	Uncharacterized protein {ECO:0000313|EMBL:EJY66653.1}
jgi|Nemve1|76534|gw.48.243.1	Uncharacterized protein {ECO:0000313|EMBL:ESO92227.1}
jgi|Nemve1|76541|gw.9.671.1	Store-operated calcium entry-associated regulatory factor
jgi|Nemve1|76543|gw.233.311.1	Uncharacterized protein {ECO:0000313|EMBL:EJY66653.1}
jgi|Nemve1|76571|gw.7596.5.1	26S proteasome non-ATPase regulatory subunit 1
jgi|Nemve1|7659|gw.2433.23.1	Ras-related protein Rab-18
jgi|Nemve1|76601|gw.129.178.1	Adhesive plaque matrix protein
jgi|Nemve1|76609|gw.233.320.1	Uncharacterized protein {ECO:0000313|EMBL:EMD30418.1}
jgi|Nemve1|76610|gw.316.227.1	Uncharacterized protein {ECO:0000313|EMBL:EMD31866.1}
jgi|Nemve1|76611|gw.233.321.1	Uncharacterized protein {ECO:0000313|EMBL:EMD31866.1}
jgi|Nemve1|76614|gw.316.228.1	Uncharacterized protein {ECO:0000313|EnsemblPlants:Bo00285s110.1}
jgi|Nemve1|76616|gw.569.54.1	Uncharacterized protein {ECO:0000313|EnsemblPlants:Bo00285s110.1}
jgi|Nemve1|76636|gw.233.323.1	Protein TAR1
jgi|Nemve1|76645|gw.233.324.1	Uncharacterized protein {ECO:0000313|EnsemblPlants:Bo00285s110.1}
jgi|Nemve1|76650|gw.316.232.1	Uncharacterized protein {ECO:0000313|EMBL:EMD31866.1}
jgi|Nemve1|76651|gw.310.290.1	Protein TAR1
jgi|Nemve1|76652|gw.316.233.1	Protein TAR1
jgi|Nemve1|76655|gw.316.234.1	Protein TAR1
jgi|Nemve1|76656|gw.233.326.1	Uncharacterized protein {ECO:0000313|EMBL:EMD31866.1}
jgi|Nemve1|76657|gw.316.235.1	Protein TAR1
jgi|Nemve1|76658|gw.8722.3.1	"Glutamate synthase 1 [NADH], chloroplastic"
jgi|Nemve1|76659|gw.3625.11.1	Uncharacterized protein {ECO:0000313|EMBL:KRH17861.1}
jgi|Nemve1|76668|gw.70.146.1	Uncharacterized protein {ECO:0000313|EnsemblPlants:Bo00285s040.1}
jgi|Nemve1|76674|gw.436.65.1	Uncharacterized protein {ECO:0000313|EnsemblPlants:Bo00616s160.1}
jgi|Nemve1|76678|gw.2319.11.1	Uncharacterized protein {ECO:0000313|EnsemblPlants:Bo00285s110.1}
jgi|Nemve1|76680|gw.316.236.1	Uncharacterized protein {ECO:0000313|EMBL:EMD31866.1}
jgi|Nemve1|76687|gw.436.66.1	Protein TAR1
jgi|Nemve1|76689|gw.233.329.1	Uncharacterized protein {ECO:0000313|EMBL:EMD31866.1}
jgi|Nemve1|76690|gw.233.330.1	Uncharacterized protein {ECO:0000313|EnsemblPlants:Bo00285s110.1}
jgi|Nemve1|76691|gw.233.331.1	Uncharacterized protein {ECO:0000313|EMBL:EMD31866.1}
jgi|Nemve1|76697|gw.888.32.1	Protein TAR1
jgi|Nemve1|76699|gw.194.77.1	Protein TAR1
jgi|Nemve1|7669|gw.3798.1.1	Kelch-like protein 1
jgi|Nemve1|76700|gw.569.56.1	Protein TAR1
jgi|Nemve1|76701|gw.695.4.1	Protein TAR1
jgi|Nemve1|76709|gw.310.291.1	Protein TAR1
jgi|Nemve1|76710|gw.436.68.1	Uncharacterized protein {ECO:0000313|EMBL:EMD30335.1}
jgi|Nemve1|76715|gw.2.669.1	Levansucrase {ECO:0000303|PubMed:15735966}
jgi|Nemve1|7672|gw.2334.1.1	Transcription initiation factor TFIID subunit 3
jgi|Nemve1|76731|gw.233.337.1	Protein TAR1
jgi|Nemve1|76733|gw.233.338.1	Protein TAR1
jgi|Nemve1|76734|gw.233.339.1	Protein TAR1
jgi|Nemve1|76736|gw.316.241.1	Protein TAR1
jgi|Nemve1|76738|gw.354.44.1	Protein TAR1
jgi|Nemve1|76743|gw.194.78.1	Uncharacterized protein {ECO:0000313|EMBL:EMD31866.1}
jgi|Nemve1|76756|gw.310.293.1	Protein TAR1
jgi|Nemve1|76758|gw.316.245.1	Protein TAR1
jgi|Nemve1|76760|gw.316.246.1	Protein TAR1
jgi|Nemve1|76768|gw.76.271.1	Uncharacterized protein R871
jgi|Nemve1|76774|gw.569.60.1	Protein TAR1
jgi|Nemve1|76776|gw.233.343.1	Uncharacterized protein {ECO:0000313|EMBL:EGF82910.1}
jgi|Nemve1|76780|gw.310.294.1	Protein TAR1
jgi|Nemve1|76785|gw.70.147.1	Protein TAR1
jgi|Nemve1|76786|gw.233.346.1	Protein TAR1
jgi|Nemve1|76800|gw.233.347.1	Protein TAR1
jgi|Nemve1|76816|gw.9979.1.1	Small ribosomal subunit biogenesis GTPase RsgA {ECO:0000255|HAMAP-Rule:MF_01820}
jgi|Nemve1|76819|gw.3110.4.1	"Iron-sulfur assembly protein, putative {ECO:0000313|EMBL:CAB39044.1}"
jgi|Nemve1|76821|gw.33.381.1	"Protein kinase, putative {ECO:0000313|EMBL:SBS89643.1}"
jgi|Nemve1|76822|gw.9388.1.1	Tyrocidine synthase 3
jgi|Nemve1|76826|gw.4895.3.1	Uncharacterized protein {ECO:0000313|Ensembl:ENSPSIP00000001501}
jgi|Nemve1|76835|gw.849.31.1	Uncharacterized protein {ECO:0000313|EnsemblPlants:Bo00285s110.1}
jgi|Nemve1|76853|gw.316.255.1	Uncharacterized protein {ECO:0000313|EnsemblPlants:TRIUR3_19084-P1}
jgi|Nemve1|76855|gw.316.256.1	Protein TAR1
jgi|Nemve1|76859|gw.316.257.1	No_description
jgi|Nemve1|76863|gw.281.61.1	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 7
jgi|Nemve1|76902|gw.316.258.1	Protein TAR1
jgi|Nemve1|76914|gw.115.113.1	Uncharacterized protein {ECO:0000313|EMBL:EFO92194.1}
jgi|Nemve1|76946|gw.2815.3.1	NADH-ubiquinone oxidoreductase chain 5
jgi|Nemve1|76949|gw.2989.18.1	Uncharacterized protein {ECO:0000313|EMBL:EMD31866.1}
jgi|Nemve1|76988|gw.849.32.1	Protein TAR1
jgi|Nemve1|76998|gw.3143.3.1	Protein SON
jgi|Nemve1|77011|gw.1248.6.1	Anthranilate synthase component 2
jgi|Nemve1|77053|gw.8827.2.1	N-carbamoylputrescine amidase
jgi|Nemve1|77062|gw.2989.19.1	Protein TAR1
jgi|Nemve1|77067|gw.1178.1.1	Uncharacterized protein {ECO:0000313|EMBL:CAI03177.1}
jgi|Nemve1|77074|gw.436.71.1	Uncharacterized protein Smp_201270 {ECO:0000313|EMBL:CCD58743.1}
jgi|Nemve1|77075|gw.316.261.1	Uncharacterized protein Smp_201270 {ECO:0000313|EMBL:CCD58743.1}
jgi|Nemve1|77086|gw.3.801.1	RUN and FYVE domain-containing protein 2
jgi|Nemve1|77092|gw.436.72.1	Uncharacterized protein Smp_201270 {ECO:0000313|EMBL:CCD58743.1}
jgi|Nemve1|77093|gw.423.16.1	Uncharacterized protein Smp_201270 {ECO:0000313|EMBL:CCD58743.1}
jgi|Nemve1|77094|gw.316.263.1	Uncharacterized protein Smp_201270 {ECO:0000313|EMBL:CCD58743.1}
jgi|Nemve1|77096|gw.316.265.1	Uncharacterized protein Smp_201270 {ECO:0000313|EMBL:CCD58743.1}
jgi|Nemve1|77097|gw.3128.18.1	Uncharacterized protein {ECO:0000313|EMBL:CDW75723.1}
jgi|Nemve1|77099|gw.316.267.1	Uncharacterized protein Smp_201270 {ECO:0000313|EMBL:CCD58743.1}
jgi|Nemve1|770|gw.137.1.1	Brachyury protein homolog 1
jgi|Nemve1|77100|gw.569.61.1	Uncharacterized protein Smp_201270 {ECO:0000313|EMBL:CCD58743.1}
jgi|Nemve1|77101|gw.233.352.1	Uncharacterized protein Smp_201270 {ECO:0000313|EMBL:CCD58743.1}
jgi|Nemve1|77103|gw.17.468.1	Uncharacterized protein Smp_201270 {ECO:0000313|EMBL:CCD58743.1}
jgi|Nemve1|77104|gw.310.298.1	Uncharacterized protein Smp_201270 {ECO:0000313|EMBL:CCD58743.1}
jgi|Nemve1|77105|gw.39.305.1	Uncharacterized protein Smp_201270 {ECO:0000313|EMBL:CCD58743.1}
jgi|Nemve1|77106|gw.316.268.1	Uncharacterized protein Smp_201270 {ECO:0000313|EMBL:CCD58743.1}
jgi|Nemve1|77107|gw.310.299.1	Uncharacterized protein {ECO:0000313|EMBL:KDQ49133.1}
jgi|Nemve1|77112|gw.233.355.1	Uncharacterized protein Smp_201270 {ECO:0000313|EMBL:CCD58743.1}
jgi|Nemve1|77117|gw.233.357.1	Uncharacterized protein Smp_201270 {ECO:0000313|EMBL:CCD58743.1}
jgi|Nemve1|77123|gw.233.358.1	Uncharacterized protein {ECO:0000313|EMBL:KGG52127.1}
jgi|Nemve1|77128|gw.233.360.1	Uncharacterized protein Smp_201270 {ECO:0000313|EMBL:CCD58743.1}
jgi|Nemve1|77130|gw.1236.5.1	Uncharacterized protein {ECO:0000313|EMBL:KRH17861.1}
jgi|Nemve1|77133|gw.888.35.1	Uncharacterized protein Smp_201270 {ECO:0000313|EMBL:CCD58743.1}
jgi|Nemve1|77139|gw.316.270.1	Uncharacterized protein Smp_201270 {ECO:0000313|EMBL:CCD58743.1}
jgi|Nemve1|77143|gw.233.362.1	Uncharacterized protein Smp_201270 {ECO:0000313|EMBL:CCD58743.1}
jgi|Nemve1|77144|gw.9958.2.1	Uncharacterized protein {ECO:0000313|EMBL:GAT07549.1}
jgi|Nemve1|77149|gw.233.365.1	Uncharacterized protein Smp_201270 {ECO:0000313|EMBL:CCD58743.1}
jgi|Nemve1|77154|gw.2989.20.1	Uncharacterized protein Smp_201270 {ECO:0000313|EMBL:CCD58743.1}
jgi|Nemve1|77160|gw.4918.5.1	No_Description
jgi|Nemve1|77167|gw.233.368.1	Uncharacterized protein Smp_201270 {ECO:0000313|EMBL:CCD58743.1}
jgi|Nemve1|77170|gw.4108.5.1	Uncharacterized protein {ECO:0000313|EMBL:GAO47198.1}
jgi|Nemve1|77171|gw.4559.10.1	Uncharacterized protein {ECO:0000313|EMBL:KRH17861.1}
jgi|Nemve1|77224|gw.233.378.1	Uncharacterized protein Smp_201270 {ECO:0000313|EMBL:CCD58743.1}
jgi|Nemve1|77228|gw.6103.9.1	Uncharacterized protein {ECO:0000313|EMBL:OCA15767.1}
jgi|Nemve1|77239|gw.3980.16.1	Uncharacterized protein {ECO:0000313|EMBL:OHS93687.1}
jgi|Nemve1|77249|gw.849.35.1	Uncharacterized protein Smp_201270 {ECO:0000313|EMBL:CCD58743.1}
jgi|Nemve1|77252|gw.8797.1.1	Putative uncharacterized protein ART2
jgi|Nemve1|77275|gw.8879.1.1	Putative uncharacterized protein ART2
jgi|Nemve1|77302|gw.2810.12.1	Uncharacterized protein {ECO:0000313|EMBL:KRH17861.1}
jgi|Nemve1|77308|gw.7050.4.1	Uncharacterized protein {ECO:0000313|EMBL:GAO47198.1}
jgi|Nemve1|77323|gw.9168.3.1	Uncharacterized protein {ECO:0000313|EMBL:EMP27068.1}
jgi|Nemve1|77326|gw.54.232.1	"WGS project CAEQ00000000 data, annotated contig 2322 {ECO:0000313|EMBL:CCD15206.1}"
jgi|Nemve1|77328|gw.569.65.1	Uncharacterized protein {ECO:0000313|EMBL:EMD31866.1}
jgi|Nemve1|77341|gw.3128.21.1	Uncharacterized protein Smp_201270 {ECO:0000313|EMBL:CCD58743.1}
jgi|Nemve1|77343|gw.8832.4.1	Putative uncharacterized protein ART2
jgi|Nemve1|77388|gw.6618.8.1	Uncharacterized protein {ECO:0000313|EMBL:KRH17861.1}
jgi|Nemve1|77409|gw.5416.10.1	Uncharacterized protein {ECO:0000313|EMBL:KRH17861.1}
jgi|Nemve1|77413|gw.9760.3.1	Putative uncharacterized protein ART2
jgi|Nemve1|77425|gw.411.41.1	No_Description
jgi|Nemve1|77450|gw.233.395.1	TO71-3 {ECO:0000313|EMBL:ABA27052.1}
jgi|Nemve1|77453|gw.2996.24.1	Uncharacterized protein Smp_201270 {ECO:0000313|EMBL:CCD58743.1}
jgi|Nemve1|77459|gw.43.315.1	Repetitive proline-rich cell wall protein 2
jgi|Nemve1|77476|gw.2345.7.1	Glucose-1-phosphate thymidylyltransferase 2 {ECO:0000250|UniProtKB:P61887}
jgi|Nemve1|77487|gw.9161.4.1	DNA-directed RNA polymerase II subunit RPB1-like {ECO:0000313|RefSeq:XP_014054103.1}
jgi|Nemve1|77498|gw.2996.26.1	Uncharacterized protein {ECO:0000313|EnsemblPlants:Bo00285s110.1}
